origin_zip,destination_zip,orders,avg_delivery_days,late_delivery_rate,avg_distance_km
7242,4317,1,7.12,0.0,31.12
6716,14403,1,6.98,0.0,343.29
13232,17690,1,11.13,0.0,432.09
9070,4470,1,8.21,0.0,13.38
11704,4387,1,4.12,0.0,44.08
3029,31560,1,6.28,0.0,493.01
9405,29240,1,13.96,0.0,675.12
25645,35179,1,12.26,0.0,544.31
14940,38747,1,4.02,0.0,367.34
8577,35530,1,20.97,0.0,377.24
86010,4455,1,11.07,0.0,458.38
13473,41745,1,13.99,0.0,1437.08
25645,2215,1,7.03,0.0,361.89
99500,89560,1,15.09,0.0,215.62
13170,44031,1,14.75,0.0,1469.07
8577,9170,1,15.33,0.0,28.66
4850,35180,1,6.31,0.0,626.44
3306,83035,1,17.21,0.0,345.24
3306,8490,1,6.06,0.0,16.64
3059,91430,1,48.05,1.0,853.07
5503,91030,1,32.92,1.0,841.57
86600,24808,1,12.78,0.0,872.84
13321,18074,1,3.09,0.0,35.44
38230,38120,1,2.27,0.0,95.11
14940,31275,1,14.56,0.0,547.71
21041,72542,1,10.1,0.0,910.5
14840,5756,1,7.79,0.0,293.51
91350,22061,1,7.84,0.0,1113.7
8250,58187,1,16.84,0.0,2179.9
37590,35740,1,7.84,0.0,370.4
35300,59800,1,15.24,0.0,1590.07
9175,66623,1,20.88,0.0,2486.68
1212,18020,1,5.89,0.0,82.27
83323,89062,1,18.03,0.0,155.26
9350,7243,1,5.13,0.0,27.11
30882,39520,1,10.94,0.0,471.78
13232,25900,1,7.77,0.0,383.61
7031,20540,1,39.78,1.0,343.4
13483,23087,1,18.57,0.0,400.36
12327,4742,1,10.44,0.0,83.85
2242,2035,1,3.93,0.0,2.15
7094,37120,1,12.25,0.0,227.2
9920,59076,1,16.4,0.0,2330.29
30575,41620,1,12.77,0.0,984.18
31030,17520,1,6.04,0.0,674.47
14840,31565,1,6.15,0.0,475.15
80220,4543,1,3.79,0.0,333.79
90020,88390,1,9.8,0.0,449.37
51250,56170,1,7.83,0.0,516.44
4007,14401,1,4.89,0.0,347.53
3331,15600,1,6.29,0.0,524.12
11701,72501,1,6.2,0.0,901.55
3204,41385,1,10.1,0.0,1464.23
71070,30270,1,4.06,0.0,624.01
17602,35701,1,13.87,0.0,707.27
14940,14027,1,2.72,0.0,119.16
2880,4108,1,2.98,1.0,13.13
22240,36415,1,15.21,0.0,278.54
25645,36047,1,28.98,1.0,92.67
80060,14810,1,5.53,0.0,421.06
3237,37470,1,12.69,0.0,224.63
87030,1456,1,11.1,0.0,534.23
65072,1122,1,12.36,0.0,2352.52
2972,1520,1,7.35,0.0,12.67
14070,29260,1,46.15,1.0,741.8
14940,80010,1,13.44,0.0,411.23
4850,37584,1,8.21,0.0,234.49
13087,62930,1,13.14,0.0,2189.57
90010,23970,1,9.94,0.0,997.36
14600,4378,1,9.17,0.0,362.52
65072,74883,1,40.23,1.0,1668.67
14940,22070,1,53.51,1.0,595.66
13170,23570,1,30.18,1.0,368.88
13060,5347,1,3.92,0.0,78.94
19800,39885,1,10.02,0.0,1151.91
86010,24340,1,38.8,1.0,831.57
13843,14062,1,14.38,0.0,167.65
3035,35680,1,13.12,0.0,437.32
4733,30494,1,4.08,0.0,496.56
13140,37270,1,18.48,0.0,284.52
19013,83708,1,7.92,0.0,434.75
9015,70686,1,3.52,0.0,
12913,58026,1,7.11,0.0,2159.2
3006,29046,1,9.27,0.0,744.72
95012,31170,1,8.19,0.0,1267.88
36500,37026,1,13.06,0.0,263.68
98290,4671,1,8.13,0.0,846.59
65072,60140,1,39.81,1.0,652.41
35430,87709,1,16.96,0.0,1030.97
3287,3613,1,1.98,0.0,8.48
18110,13276,1,4.91,0.0,78.43
83323,72876,1,13.02,0.0,1048.39
7031,14095,1,16.12,0.0,285.21
3437,29199,1,45.29,1.0,773.15
4265,3420,1,3.39,0.0,8.25
89160,27523,1,11.91,0.0,739.24
13257,32115,1,9.23,0.0,451.65
89701,86704,1,16.82,0.0,430.09
9541,87050,1,11.3,0.0,546.24
86010,4205,1,10.15,0.0,465.18
8583,94065,1,29.22,0.0,858.82
2310,7152,1,8.75,0.0,15.24
3701,22621,1,49.61,1.0,335.7
13483,4962,1,23.02,1.0,147.29
14407,2066,1,6.95,0.0,345.29
8710,29654,1,21.4,1.0,3927.41
13224,9407,1,5.3,0.0,70.38
37175,22240,1,9.01,0.0,351.18
80330,30190,1,5.09,0.0,826.01
3204,13340,1,3.74,0.0,84.29
3426,8753,1,6.11,0.0,30.28
81770,89440,1,13.33,0.0,174.86
1257,71920,1,14.38,0.0,869.15
18048,12221,1,8.93,0.0,171.16
4905,2324,1,9.87,0.0,26.82
13272,37925,1,5.16,0.0,296.25
45816,22793,1,59.28,1.0,852.28
9190,13631,1,6.23,0.0,205.46
2285,4261,1,2.18,0.0,
13450,1201,1,4.33,0.0,116.81
2443,5793,1,5.56,0.0,22.61
87502,11040,1,4.3,0.0,709.93
17900,8470,1,15.04,0.0,576.26
3821,36080,1,17.29,0.0,375.71
27700,20550,1,3.84,0.0,72.16
93032,6700,1,10.99,0.0,802.4
31255,8820,1,6.76,0.0,464.08
3573,22460,1,6.31,0.0,341.91
13232,13835,1,7.43,0.0,105.63
9020,65975,1,15.1,0.0,1904.21
13450,47802,1,35.5,1.0,1207.58
9350,82030,1,8.14,0.0,348.04
14840,6855,1,12.48,0.0,296.53
11701,49820,1,29.83,0.0,1837.52
13568,3508,1,7.15,0.0,217.56
4160,97700,1,25.94,0.0,1028.21
4461,89110,1,7.37,0.0,426.52
31255,8061,1,14.22,0.0,480.25
14840,50930,1,24.15,0.0,2050.47
14940,19814,1,10.12,0.0,190.97
5849,3175,1,6.47,0.0,20.87
88372,86900,1,7.32,0.0,470.61
30190,70875,1,14.66,0.0,625.25
14940,4571,1,10.08,0.0,300.38
13405,13403,1,4.55,0.0,1.88
74930,60541,1,12.4,0.0,1860.24
2274,13056,1,2.17,0.0,78.8
14940,23820,1,13.95,0.0,533.26
3204,9335,1,7.67,0.0,16.48
37175,20745,1,9.01,0.0,339.45
17900,4726,1,9.5,0.0,549.65
17400,27210,1,6.99,0.0,575.34
14802,48770,1,43.26,1.0,1504.06
13253,18030,1,3.2,0.0,86.03
8250,62820,1,21.34,0.0,2290.73
38440,29906,1,7.89,0.0,859.11
7790,52031,1,12.95,0.0,2129.85
3638,15085,1,6.98,0.0,418.91
3018,3590,1,7.1,0.0,13.14
4160,44008,1,19.68,0.0,1499.96
3068,91450,1,6.34,0.0,853.93
3514,89620,1,9.9,0.0,638.69
9350,12942,1,6.04,0.0,63.15
13186,29645,1,11.23,0.0,738.96
13232,6020,1,2.57,0.0,36.33
2016,23970,1,20.42,0.0,198.44
31255,32450,1,9.79,0.0,27.17
17504,35930,1,8.11,0.0,753.3
28495,93125,1,10.81,0.0,1275.83
4265,5508,1,3.93,0.0,11.84
42738,54753,1,21.0,0.0,655.5
13214,9070,1,4.25,0.0,66.0
17400,81560,1,4.32,0.0,366.95
3929,13333,1,2.42,0.0,94.35
14940,36088,1,11.88,0.0,557.07
22775,18035,1,13.29,0.0,420.93
4265,1153,1,4.26,1.0,7.48
89560,1415,1,7.05,0.0,592.37
4102,3928,1,3.08,0.0,13.41
5849,17020,1,5.55,0.0,279.94
17900,8410,1,19.69,0.0,572.82
35530,26012,1,48.63,1.0,290.22
5455,17625,1,5.55,0.0,424.58
7183,97950,1,7.41,0.0,964.15
13232,25223,1,9.0,0.0,364.06
81770,22730,1,46.4,1.0,662.15
15025,71928,1,9.62,0.0,569.97
14940,96830,1,23.97,0.0,956.98
14312,37485,1,15.4,0.0,265.52
6506,30380,1,23.02,0.0,495.54
85863,28970,1,17.03,0.0,1276.3
37564,8615,1,12.28,0.0,143.48
19800,30775,1,10.61,0.0,735.36
14075,81710,1,5.64,0.0,507.38
9350,5020,1,1.63,0.0,29.34
8550,29690,1,9.01,0.0,702.33
13484,56640,1,9.17,0.0,1918.32
80610,1526,1,6.19,0.0,342.3
87120,3675,1,6.7,0.0,569.34
15025,29182,1,27.06,0.0,960.66
23095,84620,1,7.33,0.0,862.4
4160,68375,1,44.33,1.0,2350.24
35700,71615,1,10.41,0.0,557.21
19800,1423,1,5.15,0.0,397.21
3275,44255,1,17.43,0.0,1523.5
31140,17506,1,5.17,0.0,676.08
11045,57015,1,29.66,0.0,1946.73
3204,29140,1,10.03,0.0,734.09
7135,9041,1,2.03,0.0,26.49
13481,1234,1,5.21,0.0,129.2
12940,1106,1,7.33,0.0,46.84
89560,13026,1,20.93,0.0,614.84
13483,12912,1,8.98,0.0,103.1
13566,89180,1,31.46,0.0,609.17
13830,7790,1,15.31,0.0,85.42
13347,7417,1,4.38,0.0,96.49
4007,5015,1,4.91,1.0,5.13
1021,79180,1,12.22,0.0,810.39
1212,22060,1,18.51,0.0,357.83
95780,78335,1,21.24,0.0,2392.37
3504,22770,1,12.16,0.0,331.43
9320,13902,1,5.77,0.0,110.95
17580,19913,1,3.28,0.0,103.16
14020,13469,1,19.22,1.0,176.07
5303,64056,1,40.91,1.0,2096.02
2252,79023,1,24.37,1.0,891.27
41820,6816,1,10.15,0.0,1477.03
6429,36092,1,8.18,0.0,414.3
4160,86062,1,9.55,0.0,467.97
4850,6150,1,7.85,0.0,23.76
88050,37520,1,14.99,0.0,662.03
61658,14140,1,14.3,0.0,2186.51
11250,5415,1,5.17,0.0,67.69
90230,5415,1,5.17,0.0,845.2
7112,2519,1,2.4,0.0,14.68
3821,9792,1,3.48,0.0,28.06
85807,40435,1,14.16,0.0,2064.04
31140,26535,1,18.97,0.0,327.51
87083,85935,1,20.14,1.0,194.8
19830,6730,1,6.76,0.0,352.6
5138,78088,1,13.48,0.0,1306.67
5530,5424,1,5.03,0.0,2.12
35590,67033,1,26.85,0.0,2096.71
3929,3807,1,2.64,0.0,11.91
3929,28660,1,10.82,0.0,447.17
14840,37975,1,12.28,0.0,168.14
13920,92310,1,11.44,0.0,905.08
42738,28970,1,15.16,0.0,1186.48
2310,24315,1,6.86,0.0,366.53
14940,21715,1,12.02,0.0,568.22
7091,66615,1,13.59,0.0,2462.03
3017,30510,1,20.49,0.0,482.93
14940,4136,1,14.01,0.0,305.94
9628,54420,1,15.83,0.0,2120.89
14940,26298,1,19.0,0.0,552.5
85801,20261,1,9.45,0.0,1065.58
85851,14820,1,9.04,0.0,783.62
74333,79550,1,14.91,0.0,453.7
4782,37714,1,23.38,1.0,210.66
14940,4278,1,6.14,0.0,306.55
6440,94040,1,15.07,0.0,825.92
12327,9581,1,5.85,0.0,72.09
85988,18670,1,7.51,0.0,610.48
89160,9560,1,40.84,1.0,504.44
85802,85505,1,11.34,0.0,161.92
14096,22621,1,11.88,0.0,502.32
4850,5707,1,2.94,0.0,12.87
13450,2366,1,14.44,1.0,114.16
2034,11020,1,8.22,0.0,60.98
88330,72250,1,13.17,0.0,1246.28
19804,3726,1,4.54,0.0,411.6
11450,22780,1,18.65,0.0,315.35
74333,23026,1,8.15,0.0,916.14
3167,5639,1,3.12,0.0,15.99
5849,36230,1,14.99,0.0,382.64
30190,12606,1,6.08,0.0,335.6
95012,2612,1,8.42,0.0,778.95
14840,66085,1,39.11,1.0,2216.25
80510,22785,1,4.88,0.0,646.6
12243,87005,1,8.14,0.0,616.2
41820,30421,1,15.34,0.0,971.43
13456,7140,1,30.51,1.0,116.9
89041,8452,1,11.06,0.0,464.76
11701,88037,1,12.86,0.0,450.69
13483,37130,1,13.75,0.0,199.5
91350,70670,1,6.82,0.0,1614.65
14840,66645,1,16.05,0.0,2221.8
4782,8750,1,3.77,0.0,48.79
3334,77021,1,5.7,0.0,1495.87
3573,77021,1,5.7,0.0,1497.32
9360,77021,1,5.7,0.0,1511.9
13170,24342,1,38.06,1.0,435.39
85875,20230,1,8.22,0.0,1171.43
87030,4402,1,3.88,0.0,537.36
13660,3040,1,12.55,0.0,206.76
3426,39455,1,11.96,0.0,912.32
13560,73080,1,21.96,0.0,709.59
4248,91755,1,11.05,0.0,858.8
85603,3260,1,6.09,0.0,714.02
30882,9111,1,6.0,0.0,493.16
2310,58305,1,37.72,0.0,2204.74
37564,13880,1,6.3,0.0,88.84
9171,2212,1,3.61,0.0,24.03
13232,8072,1,18.54,0.0,43.81
6317,13825,1,5.26,0.0,101.56
5849,71882,1,14.61,0.0,871.05
86706,30315,1,7.98,0.0,864.99
86385,87020,1,8.43,0.0,183.48
44002,65735,1,168.08,1.0,1024.22
14940,13222,1,9.56,0.0,261.04
4367,84200,1,7.28,0.0,317.09
13324,75115,1,8.88,0.0,782.35
3880,45604,1,15.25,0.0,1231.38
3426,65810,1,15.11,0.0,1605.65
6016,30220,1,12.38,0.0,496.77
51250,83260,1,10.21,0.0,2436.11
9015,33935,1,6.96,0.0,500.06
24451,27345,1,5.0,0.0,123.38
12230,7855,1,13.13,0.0,84.12
36415,69075,1,39.08,0.0,2604.94
13920,2965,1,7.36,0.0,84.96
80740,2518,1,6.16,0.0,343.25
4782,22070,1,31.13,0.0,367.38
6506,12236,1,6.81,0.0,109.82
31255,42800,1,18.37,0.0,997.62
32677,7903,1,9.93,0.0,461.11
89560,22631,1,27.22,0.0,903.9
65072,22620,1,16.19,0.0,2282.54
18025,13212,1,4.51,0.0,60.98
3017,64490,1,19.52,0.0,1969.79
13324,45400,1,26.32,0.0,1396.95
15025,13400,1,10.9,0.0,278.81
4782,9170,1,8.27,0.0,19.94
33400,13495,1,7.13,0.0,498.14
9020,91910,1,20.02,0.0,855.16
12327,49080,1,6.83,0.0,1668.76
3504,6653,1,4.93,0.0,39.92
13405,20241,1,28.31,0.0,459.67
28615,21735,1,8.77,0.0,111.52
6429,62930,1,15.88,0.0,2247.62
4782,4278,1,3.06,0.0,13.85
14315,13401,1,6.91,0.0,206.36
1222,5634,1,6.39,0.0,11.22
1319,22630,1,6.32,0.0,342.6
38408,74735,1,13.21,0.0,268.99
4403,38600,1,9.29,0.0,717.15
8550,5135,1,2.44,0.0,41.66
11704,8050,1,1.95,0.0,57.33
7077,78335,1,19.8,0.0,2060.72
18017,18051,1,6.95,0.0,9.86
85802,5406,1,9.72,0.0,705.6
17026,11680,1,5.93,0.0,424.9
35501,40320,1,8.34,0.0,1052.32
84178,89896,1,14.63,0.0,454.86
3542,60530,1,10.92,0.0,2355.69
13505,74593,1,8.87,0.0,665.4
9628,11040,1,3.07,0.0,42.92
87502,88780,1,14.62,0.0,678.03
1026,13566,1,5.97,0.0,214.25
13347,1527,1,4.35,0.0,77.49
4186,30820,1,6.91,0.0,494.94
4160,26183,1,6.36,0.0,349.73
4714,39830,1,8.92,0.0,811.52
4160,82530,1,17.08,0.0,332.45
8577,27323,1,15.4,0.0,248.48
38701,38400,1,6.94,0.0,188.27
22790,55800,1,16.26,0.0,1912.39
8577,45661,1,14.33,0.0,1233.95
90010,72450,1,8.1,0.0,1592.84
31910,9310,1,3.06,0.0,496.87
83605,4339,1,15.45,0.0,355.52
37443,38270,1,11.45,0.0,550.35
14840,23062,1,45.39,1.0,506.68
37175,86630,1,15.94,0.0,630.75
14070,72016,1,15.45,0.0,586.99
16301,57080,1,24.72,0.0,2018.02
89560,13280,1,23.73,0.0,609.68
14840,24420,1,51.13,1.0,558.46
5849,58200,1,13.6,0.0,2221.95
13170,58034,1,21.11,0.0,2195.83
17700,72220,1,20.07,0.0,724.39
9015,82310,1,14.98,0.0,347.39
87702,25675,1,26.32,0.0,951.76
14940,28400,1,14.26,0.0,731.34
6341,46580,1,33.21,1.0,1203.94
88301,24914,1,7.1,0.0,733.74
18950,24914,1,7.1,0.0,693.05
3821,67120,1,14.9,0.0,2470.81
8673,7251,1,4.46,0.0,14.5
4809,35950,1,7.28,0.0,548.77
3694,9061,1,4.53,0.0,15.64
81650,81240,1,3.22,0.0,10.26
11701,6858,1,3.14,0.0,53.22
13960,6858,1,3.14,0.0,127.74
21840,29770,1,8.76,0.0,507.84
14940,90570,1,23.26,0.0,949.06
2215,13178,1,5.88,0.0,99.39
71200,35010,1,13.02,0.0,722.2
1511,65636,1,10.29,0.0,2092.57
2242,93280,1,10.89,0.0,839.47
15025,13483,1,4.13,0.0,279.87
38408,29062,1,12.16,0.0,846.47
5849,60862,1,5.33,0.0,2376.44
89030,39660,1,12.19,0.0,1251.1
70235,72320,1,11.89,0.0,20.14
13405,29102,1,22.43,1.0,804.0
24710,13870,1,8.97,0.0,401.06
7112,24230,1,13.23,0.0,356.71
1031,37440,1,12.75,0.0,246.24
25645,4760,1,17.01,0.0,380.45
2028,80060,1,8.62,0.0,342.29
14407,15501,1,4.89,0.0,266.39
38700,14680,1,6.29,0.0,300.43
89251,29345,1,8.67,0.0,1035.95
20756,15015,1,19.05,1.0,667.75
12940,87140,1,8.84,0.0,561.69
14010,66615,1,53.35,1.0,2200.44
85807,23075,1,6.44,0.0,1033.22
4782,5165,1,4.3,0.0,23.78
14050,29645,1,24.63,0.0,746.92
13324,39860,1,10.05,0.0,938.42
89120,29945,1,9.19,0.0,1325.74
2310,22241,1,14.15,0.0,352.95
98910,14200,1,14.29,0.0,972.25
37175,15115,1,8.83,0.0,376.34
7135,3921,1,11.21,0.0,18.24
5138,65070,1,20.13,0.0,2346.07
5588,15038,1,11.82,0.0,408.81
13330,88309,1,15.06,0.0,449.79
13320,36033,1,15.11,0.0,433.42
14940,19010,1,11.18,0.0,266.8
9015,49570,1,21.68,0.0,1744.44
13232,36506,1,20.61,0.0,456.06
20910,8246,1,14.39,0.0,335.21
7032,25585,1,8.87,0.0,338.19
4160,79100,1,23.05,1.0,899.73
14940,81590,1,17.76,0.0,416.34
6429,13411,1,1.52,0.0,118.12
25645,29102,1,21.38,0.0,384.55
13257,4762,1,2.24,0.0,76.51
9015,24320,1,9.52,0.0,364.5
14940,35672,1,42.87,1.0,492.77
14096,13253,1,17.45,0.0,223.12
1031,33861,1,14.22,0.0,495.8
13418,9580,1,2.3,0.0,148.7
14840,22031,1,23.87,0.0,548.89
13321,88870,1,11.02,0.0,608.2
3933,3725,1,7.89,0.0,9.67
89560,44380,1,30.49,0.0,2028.95
88115,11450,1,5.99,0.0,463.46
7097,14110,1,2.59,0.0,276.62
13043,78690,1,10.47,0.0,1075.68
14940,4745,1,7.94,0.0,303.43
14940,45992,1,16.79,0.0,1060.09
13481,6793,1,4.02,0.0,130.06
37410,90250,1,9.62,0.0,1095.59
13232,16052,1,2.73,0.0,441.29
1212,7230,1,3.77,0.0,20.85
4160,93336,1,13.15,0.0,810.73
1511,87020,1,14.04,0.0,541.65
88350,95535,1,12.88,0.0,296.53
12327,29102,1,31.49,1.0,669.28
81070,11724,1,15.18,0.0,333.18
13150,64300,1,15.95,0.0,1897.87
11704,3280,1,8.11,0.0,49.62
15502,57265,1,20.12,0.0,1869.73
13908,4835,1,6.72,0.0,113.87
13481,75906,1,12.89,0.0,647.12
4102,58036,1,8.97,0.0,2224.48
26510,13481,1,18.95,0.0,410.05
17209,83540,1,15.7,0.0,332.52
9715,18530,1,6.91,0.0,137.19
5141,74603,1,22.11,0.0,801.34
6060,34000,1,5.46,0.0,495.18
3426,78098,1,9.16,0.0,1322.93
28630,21350,1,4.1,0.0,106.9
13660,5577,1,7.14,0.0,204.57
3809,2403,1,2.05,0.0,15.51
13481,90810,1,24.16,0.0,914.82
36500,40365,1,26.93,1.0,1023.93
87505,22430,1,6.81,0.0,1031.73
87015,37048,1,11.59,0.0,702.86
13920,16440,1,9.89,0.0,310.66
36500,72015,1,5.76,0.0,796.76
7135,13054,1,17.4,0.0,79.34
85875,69095,1,24.21,0.0,2562.68
91350,78600,1,14.29,0.0,1576.0
87025,83709,1,8.7,0.0,358.27
13908,25850,1,4.19,0.0,370.25
81070,88040,1,26.96,1.0,247.6
8577,64215,1,30.84,0.0,2340.29
3417,46880,1,15.0,0.0,1390.41
1044,78652,1,13.76,0.0,1528.0
3187,26113,1,15.93,0.0,337.7
17280,38300,1,7.21,0.0,381.5
8577,83511,1,16.97,0.0,362.16
5125,4062,1,4.17,0.0,15.99
3204,13315,1,4.81,0.0,64.45
3035,6720,1,13.96,0.0,37.27
13186,13468,1,3.55,0.0,21.52
9121,2312,1,2.93,0.0,26.08
1212,22070,1,22.79,1.0,357.83
11010,78740,1,13.14,0.0,1197.48
11704,23916,1,22.03,0.0,256.07
11600,18056,1,15.5,0.0,203.64
74930,38401,1,12.33,0.0,261.11
12328,30620,1,6.99,0.0,419.7
35700,14811,1,12.09,0.0,480.7
14940,86630,1,19.34,0.0,308.12
14940,19041,1,7.23,0.0,266.32
85801,27960,1,20.83,0.0,1224.91
3426,85810,1,18.03,0.0,719.49
4438,8160,1,3.33,0.0,32.67
20770,37945,1,3.18,0.0,395.57
3426,83350,1,15.75,0.0,315.95
89023,96360,1,16.03,0.0,655.99
87504,35700,1,10.18,0.0,1050.23
4403,33145,1,6.05,0.0,516.86
30494,39670,1,7.66,0.0,260.57
3470,79822,1,12.28,0.0,864.74
2030,30320,1,18.18,1.0,481.35
9751,19780,1,9.04,0.0,454.83
5849,6930,1,10.0,0.0,
80330,1306,1,14.93,0.0,343.06
19830,45445,1,9.76,0.0,1502.93
3333,4458,1,7.13,0.0,18.1
25957,69020,1,20.0,0.0,2826.06
86808,12490,1,7.76,0.0,593.96
18015,3757,1,3.37,0.0,95.15
8250,89249,1,8.2,0.0,357.17
80620,13186,1,13.44,0.0,355.47
14940,9973,1,12.15,0.0,314.67
42738,48900,1,9.38,0.0,451.46
88115,3980,1,33.72,1.0,485.65
4782,5017,1,2.25,0.0,17.29
14407,45603,1,12.89,0.0,1071.4
7032,59151,1,28.83,0.0,2305.38
3702,6413,1,5.41,0.0,33.94
90230,85950,1,11.17,0.0,687.62
1026,36800,1,21.79,0.0,567.47
4782,9950,1,3.96,0.0,11.97
14407,89838,1,13.45,0.0,852.93
35162,4368,1,4.63,0.0,629.66
1212,59770,1,20.53,0.0,2164.57
17300,71741,1,12.3,0.0,718.4
14085,17340,1,4.68,0.0,166.53
9780,17022,1,12.07,0.0,305.01
18025,91030,1,19.43,0.0,811.17
6056,3115,1,2.12,0.0,19.71
31842,14701,1,10.83,0.0,491.48
3028,22060,1,12.06,0.0,354.82
13405,90020,1,7.27,0.0,888.0
14940,80240,1,11.65,0.0,413.15
9015,25808,1,11.15,0.0,381.06
14085,11390,1,8.3,0.0,343.21
13930,38081,1,7.18,0.0,341.79
24120,23028,1,13.37,0.0,59.14
4782,8562,1,2.85,0.0,40.62
3431,11701,1,3.54,0.0,52.41
14050,24931,1,39.95,1.0,545.59
17209,14021,1,6.24,0.0,141.1
13087,4474,1,7.18,0.0,101.56
4367,5128,1,5.34,0.0,19.16
4160,6412,1,6.03,0.0,30.91
87114,99010,1,10.66,0.0,542.09
3194,12949,1,5.23,0.0,46.23
3470,96085,1,34.02,1.0,1072.87
81020,72311,1,23.04,0.0,1074.53
74333,30865,1,9.79,0.0,661.65
9010,13565,1,5.99,0.0,234.23
7031,1404,1,5.49,0.0,13.93
91350,82810,1,5.15,0.0,544.04
3237,12460,1,10.26,0.0,137.21
4361,4679,1,4.24,0.0,3.93
4119,13920,1,15.86,0.0,98.93
14940,8635,1,11.57,0.0,332.79
89520,26013,1,8.92,0.0,878.36
13324,13140,1,9.17,0.0,51.54
31030,56980,1,10.73,0.0,1424.3
1545,4604,1,4.71,0.0,7.82
38440,22783,1,19.3,0.0,689.08
80310,89205,1,30.53,1.0,105.88
21840,30535,1,20.54,0.0,331.84
3426,22773,1,12.06,0.0,330.98
14940,22773,1,12.06,0.0,577.4
13456,84640,1,22.0,0.0,566.85
15025,8656,1,10.69,0.0,443.57
9271,45816,1,15.44,0.0,1104.12
4782,57036,1,14.94,0.0,1949.8
40130,58063,1,15.55,0.0,760.35
11704,40375,1,21.9,0.0,1491.07
6700,25550,1,21.02,0.0,374.49
4613,39401,1,7.07,0.0,820.16
14850,13215,1,10.61,0.0,235.41
88501,35900,1,14.48,0.0,1162.26
95098,94910,1,6.49,0.0,85.17
35570,7176,1,4.37,0.0,342.13
38442,92310,1,32.3,0.0,1289.07
86010,74015,1,19.76,0.0,764.42
7077,82600,1,5.85,0.0,346.55
14840,8275,1,9.6,0.0,304.31
37564,3547,1,7.9,0.0,146.11
70235,70673,1,5.77,0.0,4.03
9726,41720,1,8.28,0.0,1467.44
18025,65480,1,19.33,0.0,2249.4
7790,73350,1,5.98,0.0,866.26
80310,15823,1,8.87,0.0,477.21
9015,8280,1,2.78,0.0,11.99
11010,12903,1,5.5,0.0,112.4
1026,6365,1,9.82,0.0,22.37
15025,37505,1,17.86,0.0,443.29
38440,16201,1,23.1,1.0,367.09
3504,18112,1,8.79,0.0,91.3
3426,37548,1,12.31,0.0,147.54
9780,13060,1,9.89,1.0,104.99
6060,15170,1,7.11,0.0,439.91
3471,70775,1,18.45,0.0,882.03
36502,38067,1,15.73,0.0,544.49
18683,59631,1,15.12,0.0,2292.78
89701,82620,1,7.83,0.0,345.98
28495,4311,1,23.24,0.0,516.0
87114,13190,1,41.79,1.0,470.38
1212,89202,1,17.99,0.0,380.21
16301,99965,1,9.85,0.0,777.22
38440,56460,1,11.89,0.0,1520.87
4311,27700,1,9.75,0.0,333.14
91510,5020,1,8.31,0.0,852.52
11045,18550,1,14.92,0.0,156.95
3504,37469,1,13.66,0.0,218.02
3204,51020,1,12.52,0.0,2122.99
14840,62550,1,26.16,0.0,2198.16
72304,21061,1,26.19,0.0,925.98
13405,60170,1,31.27,1.0,2328.94
13324,49700,1,12.96,0.0,1783.37
11704,22740,1,9.21,0.0,340.76
14050,22011,1,8.62,0.0,518.6
4265,36889,1,6.92,0.0,516.16
9015,7190,1,5.03,0.0,22.62
11010,63630,1,14.97,0.0,2172.99
89460,13260,1,6.97,0.0,517.0
1026,35790,1,8.48,0.0,577.93
13232,22440,1,12.1,0.0,363.09
13257,71503,1,47.79,1.0,815.95
12327,5453,1,5.6,0.0,79.67
14940,65274,1,25.87,0.0,2134.16
89560,23954,1,14.13,0.0,800.64
87025,21715,1,10.22,0.0,869.59
87303,37704,1,7.58,0.0,644.89
95780,38540,1,21.11,0.0,1312.89
12940,99050,1,7.13,0.0,816.56
5849,13065,1,7.78,0.0,93.67
14840,3325,1,5.35,0.0,297.97
15130,19970,1,35.39,1.0,231.22
6429,28896,1,24.01,1.0,525.42
4273,74583,1,12.1,0.0,824.37
7133,9921,1,4.05,0.0,28.94
11704,6126,1,6.13,0.0,61.84
15025,3909,1,11.92,0.0,428.0
14840,35900,1,12.38,0.0,555.95
7790,29913,1,13.25,0.0,828.88
11701,4661,1,6.25,0.0,45.95
3279,13015,1,2.62,0.0,92.19
13360,72620,1,15.33,0.0,790.46
80310,13010,1,10.45,0.0,364.23
13484,36016,1,13.75,0.0,428.06
13219,3227,1,4.85,0.0,52.84
3613,3188,1,4.38,0.0,6.64
42738,3605,1,8.3,0.0,1464.95
22240,80540,1,9.92,0.0,674.49
24451,6045,1,9.59,0.0,394.95
1026,36200,1,7.71,0.0,390.52
18500,60531,1,34.84,1.0,2362.88
2066,13256,1,7.02,0.0,61.04
14940,86805,1,7.17,0.0,333.41
5849,65390,1,11.98,0.0,2189.54
58865,13565,1,10.33,0.0,2054.39
74560,30180,1,12.05,0.0,669.51
14090,6250,1,6.03,0.0,277.51
14580,2801,1,7.39,0.0,358.53
4142,76200,1,21.01,0.0,924.87
13360,83005,1,8.7,0.0,330.61
86010,2310,1,9.19,0.0,465.29
3655,4052,1,4.81,0.0,16.0
86050,21240,1,37.08,1.0,805.15
14940,7175,1,8.29,0.0,309.6
14150,6515,1,8.0,0.0,262.15
9400,35701,1,5.83,0.0,523.73
14940,1241,1,9.1,0.0,298.67
87047,13416,1,10.39,0.0,441.22
88215,72015,1,16.04,0.0,1259.4
13660,88010,1,6.85,0.0,645.96
